1.73186, 2.60487, 0.0401918, 0
1.73186, 2.72279, 0.0401918, 6.8e-05
1.73186, 2.72512, 0.0401915, 0.001143
1.73186, 2.72778, 0.0401918, 0.002291
1.73186, 2.73041, 0.0401918, 0.003346
1.73186, 2.73318, 0.0401915, 0.004391
1.7319, 2.67204, 0.0401344, 0.005525
1.73204, 2.54669, 0.0399823, 0.006668
1.73215, 2.48565, 0.0398384, 0.007785
1.7323, 2.36064, 0.0396373, 0.008969
1.7325, 2.29984, 0.0393784, 0.010161
1.73285, 2.11031, 0.0389189, 0.011276
1.73285, 2.11447, 0.0389189, 0.012486
1.7331, 2.05376, 0.0386026, 0.013565
1.73338, 1.99322, 0.0382293, 0.014722
1.73369, 1.93287, 0.0378471, 0.015934
1.7342, 1.87271, 0.0371859, 0.017415
1.7346, 1.61949, 0.0366692, 0.018427
1.73498, 1.75233, 0.0362005, 0.019893
1.7354, 1.5641, 0.0356752, 0.021207
1.7354, 1.57092, 0.0356752, 0.023162
1.73606, 1.57497, 0.0348128, 0.024481
1.73675, 1.45001, 0.0339552, 0.025464
1.73726, 1.39023, 0.0333151, 0.026697
1.73779, 1.26669, 0.0326251, 0.028103
1.73832, 1.27112, 0.0319762, 0.029286
1.73887, 1.27577, 0.0312708, 0.030565
1.73973, 1.27972, 0.0301704, 0.031838
1.74029, 1.092, 0.0294723, 0.033103
1.74029, 1.09825, 0.0294723, 0.034356
1.74088, 1.23138, 0.02873, 0.035565
1.7415, 1.10743, 0.0279585, 0.036557
1.74241, 1.11146, 0.0268006, 0.037717
1.74305, 1.05209, 0.0259801, 0.03891
1.74369, 0.9928, 0.0251876, 0.040109
1.74434, 1.06183, 0.0243742, 0.041275
1.74504, 0.938289, 0.0234877, 0.042452
1.74602, 0.942507, 0.022257, 0.04366
1.7467, 0.947555, 0.0213864, 0.044908
1.7467, 0.95428, 0.0213862, 0.046088
1.74739, 0.830878, 0.0205489, 0.047158
1.74847, 0.899157, 0.0191732, 0.048315
1.74916, 0.840001, 0.0183032, 0.049417
1.74989, 0.909994, 0.0174084, 0.050945
1.75062, 0.786477, 0.0164923, 0.051937
1.75133, 0.856018, 0.0156275, 0.053168
1.75212, 0.796896, 0.0146257, 0.054315
1.75321, 0.73729, 0.0132714, 0.055567
1.75396, 0.80664, 0.0123472, 0.056722
1.75396, 0.813804, 0.0123472, 0.05788
1.75467, 0.754962, 0.0114816, 0.058938
1.75582, 0.823528, 0.0100199, 0.060086
1.75659, 0.700631, 0.00908813, 0.061275
1.75741, 0.705943, 0.00809211, 0.062446
1.75814, 0.711557, 0.00717604, 0.063639
1.75896, 0.781046, 0.00617969, 0.064781
1.76018, 0.593184, 0.0046735, 0.066057
1.76102, 0.662666, 0.00361404, 0.067223
1.76181, 0.539831, 0.00264618, 0.0684
1.76181, 0.547386, 0.00264618, 0.069576
1.76263, 0.681072, 0.0016165, 0.070622
1.76378, 0.750082, 0.000188118, 0.071822
1.76465, 0.627106, -0.000878379, 0.072918
1.76544, 0.632739, -0.00188077, 0.074066
1.76633, 0.638229, -0.0029763, 0.07524
1.76715, 0.579624, -0.00399338, 0.076355
1.76836, 0.648576, -0.00550017, 0.077583
1.76911, 0.782717, -0.0064314, 0.078751
1.77, 0.595776, -0.00754705, 0.079925
1.77, 0.603468, -0.00754705, 0.081037
1.77126, 0.608179, -0.00911908, 0.082187
1.7721, 0.485468, -0.0101444, 0.083276
1.77292, 0.748071, -0.011161, 0.084504
1.77374, 0.689843, -0.0121711, 0.085697
1.77507, 0.5626, -0.0138161, 0.086814
1.77595, 0.498625, -0.0148982, 0.088004
1.7769, 0.370148, -0.016088, 0.089098
1.77777, 0.498718, -0.0171421, 0.090297
1.77777, 0.500874, -0.0171421, 0.09142
1.77907, 0.564071, -0.0187372, 0.092536
1.77987, 0.756852, -0.0197257, 0.093682
1.78073, 0.628578, -0.0207797, 0.094776
1.78159, 0.564601, -0.0218195, 0.095942
1.78296, 0.435533, -0.023543, 0.097255
1.78387, 0.499701, -0.0246208, 0.098387
1.78476, 0.564141, -0.025723, 0.099635
1.78569, 0.500076, -0.0268642, 0.100841
1.78704, 0.435237, -0.0285037, 0.102166
1.78794, 0.49953, -0.029614, 0.103367
